[2025-06-01 17:22:26,753][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:00:57,223][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-02 17:00:57,233][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-02 17:00:57,233][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7ba856b31bd0>
[2025-06-02 17:00:57,234][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-02 17:00:57,234][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-02 17:00:57,234][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "batch_search",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": null,
  "queries": [
    "What are the main revenue streams?",
    "What are the key risk factors?"
  ],
  "k": 3,
  "n_clusters": 10
}
[2025-06-02 17:00:57,234][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-02 17:00:57,235][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-02 17:00:57,235][ERROR][MCPVectorOps] FAISS index dimension mismatch for 'text' store at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Expected 1408, found 768.
[2025-06-02 17:00:57,235][ERROR][MCPVectorOps] Vector ops error for security MN0LNDB68390 with operation batch_search: Failed to load vector store for MN0LNDB68390: FAISS index dimension mismatch for 'text' store. Expected 1408, but found 768 in /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. The index may need to be rebuilt with the correct embeddings.
Traceback (most recent call last):
  File "/home/me/CascadeProjects/Alpy/subagents/financial_analyst/mcp_servers/mcp_vector_ops/server.py", line 116, in load_vector_store
    raise ValueError(
    ...<3 lines>...
    )
ValueError: FAISS index dimension mismatch for 'text' store. Expected 1408, but found 768 in /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. The index may need to be rebuilt with the correct embeddings.

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "/home/me/CascadeProjects/Alpy/subagents/financial_analyst/mcp_servers/mcp_vector_ops/server.py", line 200, in vector_ops
    index, metadata = load_vector_store(input_data.security_id, input_data.vector_store_type)
                      ~~~~~~~~~~~~~~~~~^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "/home/me/CascadeProjects/Alpy/subagents/financial_analyst/mcp_servers/mcp_vector_ops/server.py", line 125, in load_vector_store
    raise RuntimeError(f"Failed to load vector store for {security_id}: {e}")
RuntimeError: Failed to load vector store for MN0LNDB68390: FAISS index dimension mismatch for 'text' store. Expected 1408, but found 768 in /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. The index may need to be rebuilt with the correct embeddings.
[2025-06-02 17:00:57,237][DEBUG][MCPVectorOps] Response sent
[2025-06-02 17:06:09,339][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:06:09,344][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-02 17:06:09,344][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-02 17:06:09,344][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-02 17:06:09,344][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-02 17:06:09,344][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-02 17:06:09,344][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-02 17:06:09,344][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-02 17:06:09,344][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-02 17:06:09,352][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:06:09,352][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-02 17:06:09,352][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-02 17:06:09,361][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-02 17:06:09,362][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7db63b55e0d0>
[2025-06-02 17:06:09,362][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-02 17:06:09,362][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-02 17:06:09,362][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "cluster",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": null,
  "queries": null,
  "k": 5,
  "n_clusters": 5
}
[2025-06-02 17:06:09,362][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-02 17:06:09,363][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-02 17:06:09,363][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-02 17:06:09,363][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-02 17:06:10,483][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-02 17:06:10,724][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-02 17:06:11,668][DEBUG][MCPVectorOps] Response sent
[2025-06-02 17:06:13,563][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:06:13,568][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-02 17:06:13,569][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-02 17:06:13,569][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-02 17:06:13,569][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-02 17:06:13,569][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-02 17:06:13,569][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-02 17:06:13,569][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-02 17:06:13,569][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-02 17:06:13,576][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:06:13,576][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-02 17:06:13,576][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-02 17:06:13,585][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-02 17:06:13,585][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7dc70c9320d0>
[2025-06-02 17:06:13,585][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-02 17:06:13,585][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-02 17:06:13,586][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "What are the main revenue streams?",
  "queries": null,
  "k": 3,
  "n_clusters": 10
}
[2025-06-02 17:06:13,586][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-02 17:06:13,587][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-02 17:06:13,587][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-02 17:06:13,587][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-02 17:06:14,409][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-02 17:06:14,657][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-02 17:06:17,080][ERROR][MCPVectorOps] Vector ops error for security MN0LNDB68390 with operation search_similar: AssertionError()
Traceback (most recent call last):
  File "/home/me/CascadeProjects/Alpy/subagents/financial_analyst/mcp_servers/mcp_vector_ops/server.py", line 213, in vector_ops
    result = search_similar(index, query_vector, input_data.k)
  File "/home/me/CascadeProjects/Alpy/subagents/financial_analyst/mcp_servers/mcp_vector_ops/server.py", line 130, in search_similar
    distances, indices = index.search(query, k)
                         ~~~~~~~~~~~~^^^^^^^^^^
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/faiss/class_wrappers.py", line 329, in replacement_search
    assert d == self.d
           ^^^^^^^^^^^
AssertionError
[2025-06-02 17:06:17,083][DEBUG][MCPVectorOps] Response sent
[2025-06-02 17:06:19,038][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:06:19,043][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-02 17:06:19,043][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-02 17:06:19,043][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-02 17:06:19,043][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-02 17:06:19,043][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-02 17:06:19,043][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-02 17:06:19,043][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-02 17:06:19,043][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-02 17:06:19,050][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:06:19,050][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-02 17:06:19,050][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-02 17:06:19,058][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-02 17:06:19,059][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7c844a6adbd0>
[2025-06-02 17:06:19,059][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-02 17:06:19,059][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-02 17:06:19,059][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "batch_search",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": null,
  "queries": [
    "What are the main revenue streams?",
    "What are the key risk factors?"
  ],
  "k": 3,
  "n_clusters": 10
}
[2025-06-02 17:06:19,059][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-02 17:06:19,060][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-02 17:06:19,060][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-02 17:06:19,060][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-02 17:06:19,845][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-02 17:06:20,085][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-02 17:06:21,578][ERROR][MCPVectorOps] Vector ops error for security MN0LNDB68390 with operation batch_search: name 'os' is not defined
Traceback (most recent call last):
  File "/home/me/CascadeProjects/Alpy/subagents/financial_analyst/mcp_servers/mcp_vector_ops/server.py", line 222, in vector_ops
    embedder = GoogleGenerativeAIEmbeddings(model="models/embedding-001", google_api_key=os.environ.get("GOOGLE_API_KEY"))
                                                                                         ^^
NameError: name 'os' is not defined. Did you forget to import 'os'?
[2025-06-02 17:06:21,579][DEBUG][MCPVectorOps] Response sent
[2025-06-02 17:07:38,976][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:07:38,981][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-02 17:07:38,981][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-02 17:07:38,981][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-02 17:07:38,981][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-02 17:07:38,981][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-02 17:07:38,981][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-02 17:07:38,981][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-02 17:07:38,981][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-02 17:07:38,988][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:07:38,988][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-02 17:07:38,988][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-02 17:07:38,997][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-02 17:07:38,997][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x759393cae0d0>
[2025-06-02 17:07:38,998][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-02 17:07:38,998][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-02 17:07:38,998][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "cluster",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": null,
  "queries": null,
  "k": 5,
  "n_clusters": 5
}
[2025-06-02 17:07:38,998][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-02 17:07:38,999][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-02 17:07:38,999][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-02 17:07:38,999][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-02 17:07:40,032][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-02 17:07:40,275][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-02 17:07:41,220][DEBUG][MCPVectorOps] Response sent
[2025-06-02 17:07:43,101][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:07:43,106][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-02 17:07:43,106][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-02 17:07:43,106][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-02 17:07:43,107][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-02 17:07:43,107][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-02 17:07:43,107][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-02 17:07:43,107][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-02 17:07:43,107][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-02 17:07:43,114][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:07:43,114][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-02 17:07:43,114][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-02 17:07:43,121][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-02 17:07:43,122][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x73c6a055e0d0>
[2025-06-02 17:07:43,122][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-02 17:07:43,122][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-02 17:07:43,122][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "search_similar",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": "What are the main revenue streams?",
  "queries": null,
  "k": 3,
  "n_clusters": 10
}
[2025-06-02 17:07:43,122][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-02 17:07:43,123][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-02 17:07:43,123][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-02 17:07:43,123][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-02 17:07:43,897][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-02 17:07:44,146][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-02 17:07:46,552][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-02 17:07:46,817][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-02 17:07:47,935][ERROR][MCPVectorOps] Vector ops error for security MN0LNDB68390 with operation search_similar: Error embedding content: 403 Request had insufficient authentication scopes. [reason: "ACCESS_TOKEN_SCOPE_INSUFFICIENT"
domain: "googleapis.com"
metadata {
  key: "service"
  value: "generativelanguage.googleapis.com"
}
metadata {
  key: "method"
  value: "google.ai.generativelanguage.v1beta.GenerativeService.EmbedContent"
}
]
Traceback (most recent call last):
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/langchain_google_genai/embeddings.py", line 264, in embed_query
    result: EmbedContentResponse = self.client.embed_content(request)
                                   ~~~~~~~~~~~~~~~~~~~~~~~~~^^^^^^^^^
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/ai/generativelanguage_v1beta/services/generative_service/client.py", line 1263, in embed_content
    response = rpc(
        request,
    ...<2 lines>...
        metadata=metadata,
    )
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/gapic_v1/method.py", line 131, in __call__
    return wrapped_func(*args, **kwargs)
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/retry/retry_unary.py", line 294, in retry_wrapped_func
    return retry_target(
        target,
    ...<3 lines>...
        on_error=on_error,
    )
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/retry/retry_unary.py", line 156, in retry_target
    next_sleep = _retry_error_helper(
        exc,
    ...<6 lines>...
        timeout,
    )
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/retry/retry_base.py", line 214, in _retry_error_helper
    raise final_exc from source_exc
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/retry/retry_unary.py", line 147, in retry_target
    result = target()
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/timeout.py", line 130, in func_with_timeout
    return func(*args, **kwargs)
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/grpc_helpers.py", line 78, in error_remapped_callable
    raise exceptions.from_grpc_error(exc) from exc
google.api_core.exceptions.PermissionDenied: 403 Request had insufficient authentication scopes. [reason: "ACCESS_TOKEN_SCOPE_INSUFFICIENT"
domain: "googleapis.com"
metadata {
  key: "service"
  value: "generativelanguage.googleapis.com"
}
metadata {
  key: "method"
  value: "google.ai.generativelanguage.v1beta.GenerativeService.EmbedContent"
}
]

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "/home/me/CascadeProjects/Alpy/subagents/financial_analyst/mcp_servers/mcp_vector_ops/server.py", line 215, in vector_ops
    query_vector = embedder.embed_query(input_data.query)
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/langchain_google_genai/embeddings.py", line 266, in embed_query
    raise GoogleGenerativeAIError(f"Error embedding content: {e}") from e
langchain_google_genai._common.GoogleGenerativeAIError: Error embedding content: 403 Request had insufficient authentication scopes. [reason: "ACCESS_TOKEN_SCOPE_INSUFFICIENT"
domain: "googleapis.com"
metadata {
  key: "service"
  value: "generativelanguage.googleapis.com"
}
metadata {
  key: "method"
  value: "google.ai.generativelanguage.v1beta.GenerativeService.EmbedContent"
}
]
[2025-06-02 17:07:47,940][DEBUG][MCPVectorOps] Response sent
[2025-06-02 17:07:49,862][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:07:49,867][DEBUG][MCPVectorOps] Initializing server 'MCPVectorOpsServer'
[2025-06-02 17:07:49,867][DEBUG][MCPVectorOps] Registering handler for ListToolsRequest
[2025-06-02 17:07:49,867][DEBUG][MCPVectorOps] Registering handler for CallToolRequest
[2025-06-02 17:07:49,867][DEBUG][MCPVectorOps] Registering handler for ListResourcesRequest
[2025-06-02 17:07:49,867][DEBUG][MCPVectorOps] Registering handler for ReadResourceRequest
[2025-06-02 17:07:49,867][DEBUG][MCPVectorOps] Registering handler for PromptListRequest
[2025-06-02 17:07:49,867][DEBUG][MCPVectorOps] Registering handler for GetPromptRequest
[2025-06-02 17:07:49,867][DEBUG][MCPVectorOps] Registering handler for ListResourceTemplatesRequest
[2025-06-02 17:07:49,874][INFO][MCPVectorOps] Starting MCP Vector Ops server
[2025-06-02 17:07:49,874][DEBUG][MCPVectorOps] Creating MCPVectorOpsServer instance
[2025-06-02 17:07:49,875][DEBUG][MCPVectorOps] Using selector: EpollSelector
[2025-06-02 17:07:49,882][DEBUG][MCPVectorOps] Received message: root=InitializedNotification(method='notifications/initialized', params=None, jsonrpc='2.0')
[2025-06-02 17:07:49,883][DEBUG][MCPVectorOps] Received message: <mcp.shared.session.RequestResponder object at 0x7797e815dbd0>
[2025-06-02 17:07:49,883][INFO][MCPVectorOps] Processing request of type CallToolRequest
[2025-06-02 17:07:49,883][DEBUG][MCPVectorOps] Dispatching request of type CallToolRequest
[2025-06-02 17:07:49,883][DEBUG][MCPVectorOps] Received vector_ops request: {
  "operation": "batch_search",
  "security_id": "MN0LNDB68390",
  "vector_store_type": "text",
  "query": null,
  "queries": [
    "What are the main revenue streams?",
    "What are the key risk factors?"
  ],
  "k": 3,
  "n_clusters": 10
}
[2025-06-02 17:07:49,883][INFO][MCPVectorOps] [vector_ops] Using vector_store_type=text for security_id=MN0LNDB68390
[2025-06-02 17:07:49,884][DEBUG][MCPVectorOps] Loaded FAISS index for MN0LNDB68390 at /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index. Index dimension (index.d): 768, Total vectors (index.ntotal): 164
[2025-06-02 17:07:49,884][INFO][MCPVectorOps] Successfully loaded 'text' FAISS index for MN0LNDB68390 from /home/me/CascadeProjects/Alpy/otcmn_tool_test_output/current/secondary_board_B/MN0LNDB68390/vector_store_txt/MN0LNDB68390_faiss.index with dimension 768.
[2025-06-02 17:07:49,884][INFO][MCPVectorOps] [vector_ops] Loaded vector store directory for type=text, security_id=MN0LNDB68390
[2025-06-02 17:07:50,664][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-02 17:07:50,902][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-02 17:07:53,070][DEBUG][MCPVectorOps] Starting new HTTPS connection (1): oauth2.googleapis.com:443
[2025-06-02 17:07:53,314][DEBUG][MCPVectorOps] https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[2025-06-02 17:07:53,578][ERROR][MCPVectorOps] Vector ops error for security MN0LNDB68390 with operation batch_search: Error embedding content: 403 Request had insufficient authentication scopes. [reason: "ACCESS_TOKEN_SCOPE_INSUFFICIENT"
domain: "googleapis.com"
metadata {
  key: "service"
  value: "generativelanguage.googleapis.com"
}
metadata {
  key: "method"
  value: "google.ai.generativelanguage.v1beta.GenerativeService.BatchEmbedContents"
}
]
Traceback (most recent call last):
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/langchain_google_genai/embeddings.py", line 228, in embed_documents
    result = self.client.batch_embed_contents(
        BatchEmbedContentsRequest(requests=requests, model=self.model)
    )
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/ai/generativelanguage_v1beta/services/generative_service/client.py", line 1392, in batch_embed_contents
    response = rpc(
        request,
    ...<2 lines>...
        metadata=metadata,
    )
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/gapic_v1/method.py", line 131, in __call__
    return wrapped_func(*args, **kwargs)
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/retry/retry_unary.py", line 294, in retry_wrapped_func
    return retry_target(
        target,
    ...<3 lines>...
        on_error=on_error,
    )
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/retry/retry_unary.py", line 156, in retry_target
    next_sleep = _retry_error_helper(
        exc,
    ...<6 lines>...
        timeout,
    )
  File "/home/me/.pyenv/versions/3.13.2/lib/python3.13/site-packages/google/api_core/retry/retry_base.py", line 214, in _retry_error_helper
    raise final_exc from source_exc
